A	-3.084763	0.052047	
A	-4.332115	0.947983	
A	3.044738	1.949959	
A	4.235324	1.687059	
A	-5.029865	0.448834	
A	-3.486646	2.394058	
A	4.615788	4.963066	
A	-2.203948	-2.497436	
A	-1.889969	2.455505	
A	-1.544725	-0.020301	
A	3.534751	0.189173	
A	-2.928085	2.455709	
A	-3.26863	1.733523	
A	-1.597743	-1.521849	
A	5.404041	-0.641941	
A	6.065633	0.923504	
A	-5.622634	1.852369	
A	-0.715237	-2.240776	
A	5.806783	0.446144	
A	5.815685	3.520988	
A	-2.437656	2.362099	
A	6.197437	4.781544	
A	-3.196536	0.534498	
A	5.86825	-0.455914	
A	4.920955	-1.555775	
A	-0.027153	-2.776198	
A	-0.647707	-0.850435	
A	-3.684468	4.679502	
A	-0.362868	-2.01577	
A	6.116325	2.748777	
A	3.509367	2.083454	
A	8.095593	-2.159409	
A	3.937896	3.547373	
A	5.068993	0.151467	
A	6.650006	-1.55233	
A	-4.843269	2.582726	
A	-1.994781	-3.749599	
A	4.686133	3.631399	
A	4.03602	1.55464	
A	2.28097	5.264673	
A	2.285944	4.83671	
A	7.145272	-2.371648	
A	-2.878284	-5.128197	
A	3.102862	5.722919	
A	5.876697	-1.285803	
A	3.55813	6.777624	
A	-4.215902	1.643388	
A	-3.404302	0.559512	
A	-5.984671	4.155566	
A	3.949732	0.127596	
A	-2.23551	-2.05419	
A	4.03126	-1.311888	
B	2.655823	-3.857013	
B	3.423599	-8.694411	
B	1.981555	-3.75556	
B	2.22201	-0.080326	
B	0.653071	-0.586221	
B	1.996388	-0.182519	
B	0.458348	-1.162976	
B	1.580607	-3.108869	
B	3.250131	-7.990834	
B	1.89307	-5.07228	
B	3.118857	-1.992771	
B	2.338217	-4.713485	
B	2.865837	-2.07918	
B	1.100346	-2.525113	
B	3.948247	-6.860932	
B	3.67068	-2.999693	
B	3.78955	-5.736867	
B	1.543322	-3.577698	
B	3.720497	-6.569737	
B	2.548784	0.469227	
B	3.495351	-3.12901	
B	1.868084	-0.914601	
B	2.341	-2.683538	
B	2.610911	-8.341667	
B	2.318302	-2.059946	
B	1.802143	-0.147909	
B	1.11228	-1.0417	
B	1.161436	-2.822209	
B	3.164861	-2.151933	
B	3.581942	-4.693201	
B	2.595505	-2.867581	
B	4.692817	-6.199004	
B	2.41151	-2.752496	
B	5.085033	-8.02375	
B	3.793863	-6.675361	
B	2.532236	-5.631601	
B	0.96318	-0.697804	
B	1.900532	-1.208219	
B	2.203963	-2.903723	
B	2.41403	-2.826789	
B	0.795168	-0.987892	
B	1.337182	-1.800544	
B	2.975409	-2.095552	
B	2.193876	-3.685911	
B	2.556504	-7.025143	
B	2.475615	-6.812525	
B	3.576909	-2.345503	
B	1.316474	0.884	
B	2.642659	-7.168735	
B	2.78481	-1.247884	
B	2.178487	-4.185784	
B	0.535496	-1.377528	
B	2.430261	-4.335087	
B	2.979331	-8.055634	
B	2.833783	-8.008334	
B	2.951878	-6.531133	
B	3.538275	-5.294223	
B	1.0744	-0.536875	
B	-0.056498	-0.045256	
B	1.187687	-4.193392	
B	2.615654	-2.561129	
B	2.569921	-6.670005	
B	3.005438	-5.840231	
B	6.9E-4	0.375764	
B	0.94745	0.317946	
B	2.145996	-0.058391	
B	1.923426	-0.522964	
B	1.860054	-3.882221	
B	2.961105	-6.51912	
B	3.891762	-6.46102	
B	2.979157	-7.719693	
B	3.045017	-2.355009	
B	1.106933	-0.896329	
B	0.777553	-2.179924	
B	2.893701	-4.482598	
B	2.531685	-6.129823	
B	2.569578	-7.049336	
B	2.650848	-2.514143	
B	1.457922	-0.347746	
B	1.653227	-3.293168	
B	3.568414	-2.259118	
B	2.650755	-6.439335	
B	4.036381	-7.659649	
B	0.92586	-1.193429	
B	3.457212	-7.317097	
B	3.661818	-8.555817	
B	3.766848	-4.548682	
B	2.652008	-0.270711	
B	0.991616	0.765194	
B	1.676801	-1.074061	
B	3.853242	-7.835175	
B	3.290961	-4.987063	
B	2.486135	-4.379424	
B	0.47354	0.377888	
B	2.712563	-0.20676	
B	2.659885	-6.596971	
B	1.981703	-1.592463	
B	5.194608	-7.042748	
B	3.617991	-2.546411	
B	3.743379	-3.722065	
B	4.190108	-4.261368	
B	2.742448	-7.147469	
B	3.168338	-6.350605	
B	1.085704	-0.672616	
B	1.80533	-3.5828	
B	3.605567	-7.992278	
B	3.000936	-3.722819	
B	4.361661	-6.480428	
B	0.4749	-1.321806	
B	3.051686	-6.052064	
B	2.83774	-3.903458	
B	2.64884	-5.602662	
B	1.690664	-3.397812	
B	4.314634	-7.873321	
B	0.746098	-1.940629	
B	3.089413	-2.35882	
B	3.171297	-0.768712	
B	3.496533	-5.403425	
B	2.49478	-3.889171	
B	0.66042	-2.544187	
B	3.254535	-6.113568	
B	2.665933	-3.860164	
B	4.35514	-5.418837	
B	2.930234	-5.9125	
B	3.172698	-4.77917	
B	1.559694	-2.766199	
B	2.283144	-3.8485	
B	1.109772	0.192889	
B	3.892693	-7.992471	
B	3.758512	-7.473336	
B	0.155505	0.463196	
B	1.459767	-0.518453	
B	2.221282	-6.43019	
B	1.635453	-3.892925	
B	0.900136	0.150263	
B	4.061385	-3.513084	
B	2.455076	-5.396987	
B	0.107426	-0.614142	
B	5.099144	-8.256101	
B	1.742972	-5.456482	
B	2.376589	-5.378347	
B	1.904708	-2.614585	
B	4.73557	-6.099775	
B	1.893869	-0.89071	
B	2.61161	-0.464869	
B	0.225562	-0.074227	
B	2.962726	-0.838843	
B	1.378083	-1.752296	
B	1.186254	-2.084238	
B	2.591694	-1.130614	
B	2.058545	-3.328179	
B	2.400232	-0.919381	
B	3.761398	-5.957277	
B	0.926526	0.467283	
B	4.301968	-4.596592	
B	2.384414	-6.590799	
B	1.444915	0.54831	
B	1.868428	-4.071651	
B	2.31958	-3.203065	
B	2.697812	-4.27261	
B	0.705457	0.297561	
B	4.971828	-7.763159	
B	4.063865	-3.767157	
B	1.044504	-0.186012	
B	1.99401	-4.943168	
B	2.309887	-1.873066	
B	1.895743	-3.628297	
B	2.828917	-0.393288	
B	3.363679	-5.510055	
B	3.764725	-5.83962	
B	3.065472	-3.023123	
B	2.564924	-7.492405	
B	2.348365	-5.977444	
B	4.745597	-7.20845	
B	2.000396	-5.126252	
B	3.017193	-6.689883	
B	2.880142	-2.492686	
B	3.669312	-6.824598	
B	3.985633	-3.84813	
B	3.185456	-5.426711	
B	1.832438	0.901324	
B	-0.163779	0.012706	
B	2.208618	-4.031647	
B	3.43236	-2.692622	
B	1.540961	-1.973172	
B	3.277139	-1.841279	
B	3.777039	-7.435666	
B	4.136033	-8.55409	
B	1.078755	-3.242905	
B	0.542043	-1.383297	
B	3.142436	-2.858735	
B	1.769763	-2.921609	
B	3.767453	-4.796177	
B	1.414696	-0.384184	
B	2.656724	-6.01257	
B	1.242336	-2.579535	
B	3.086525	-1.986481	
B	0.133127	0.253598	
B	2.430233	-5.353957	
B	3.307525	-6.887782	
